,high_season,min_diff,delay_15,period_day
7489,1,34.0,1,afternoon
7490,1,10.0,0,afternoon
7491,1,6.0,0,afternoon
7492,1,-1.0,0,afternoon
7493,1,0.0,0,afternoon
7494,1,-4.0,0,morning
7495,1,11.0,0,morning
7496,1,0.0,0,morning
7497,1,-1.0,0,morning
7498,1,1.0,0,morning
7499,1,-3.0,0,morning
7500,1,-6.0,0,morning
7501,1,0.0,0,morning
7502,1,3.0,0,morning
7503,1,1.0,0,morning
7504,1,-2.0,0,morning
7505,1,-2.0,0,morning
7506,1,-2.0,0,morning
7507,1,-2.0,0,morning
7508,1,0.0,0,morning
7509,1,0.0,0,morning
7510,1,4.0,0,morning
7511,1,-2.0,0,morning
7512,1,1.0,0,morning
7513,1,-2.0,0,morning
7514,1,0.0,0,morning
7515,1,1.0,0,morning
7516,1,8.0,0,morning
7517,1,5.0,0,morning
7518,1,1.0,0,morning
7519,1,5.0,0,morning
7520,1,147.0,1,morning
7521,1,5.0,0,morning
7522,1,-7.0,0,night
7523,1,3.0,0,night
7524,1,-1.0,0,night
7525,1,-5.0,0,night
7526,1,-6.0,0,night
7527,1,-1.0,0,night
7528,1,15.0,0,night
7529,1,3.0,0,night
7530,1,0.0,0,night
7531,1,-5.0,0,night
7532,1,133.0,1,night
7533,1,8.0,0,night
7534,1,20.0,1,night
7535,1,-3.0,0,night
7536,1,27.0,1,night
7537,1,28.0,1,night
7538,1,-4.0,0,night
7539,1,2.0,0,night
7540,1,-3.0,0,night
7541,1,-2.0,0,night
7542,1,-2.0,0,night
7543,1,-5.0,0,night
7544,1,9.0,0,night
7545,1,18.0,1,night
7546,1,-3.0,0,night
7547,1,6.0,0,night
7548,1,13.0,0,night
7549,1,-1.0,0,night
7550,1,0.0,0,morning
7551,1,5.0,0,morning
7552,1,7.0,0,morning
7553,1,-5.0,0,morning
7554,1,-1.0,0,morning
7555,1,2.0,0,morning
7556,1,13.0,0,morning
7557,1,-2.0,0,morning
7558,1,-6.0,0,morning
7559,1,-4.0,0,morning
7560,1,6.0,0,morning
7561,1,-2.0,0,morning
7562,1,2.0,0,morning
7563,1,3.0,0,morning
7564,1,-2.0,0,morning
7565,1,-1.0,0,morning
7566,1,4.0,0,morning
7567,1,0.0,0,morning
7568,1,-1.0,0,morning
7569,1,-1.0,0,morning
7570,1,-2.0,0,morning
7571,1,4.0,0,morning
7572,1,17.0,1,morning
7573,1,9.0,0,morning
7574,1,43.0,1,morning
7575,1,-1.0,0,morning
7576,1,37.0,1,morning
7577,1,5.0,0,morning
7578,1,-1.0,0,afternoon
7579,1,-3.0,0,afternoon
7580,1,0.0,0,afternoon
7581,1,-1.0,0,afternoon
7582,1,-2.0,0,afternoon
7583,1,0.0,0,afternoon
7584,1,-5.0,0,afternoon
7585,1,-2.0,0,afternoon
7586,1,8.0,0,afternoon
7587,1,-2.0,0,afternoon
7588,1,-4.0,0,afternoon
7589,1,-10.0,0,afternoon
7590,1,0.0,0,afternoon
7591,1,-2.0,0,afternoon
7592,1,-1.0,0,afternoon
7593,1,6.0,0,afternoon
7594,1,-2.0,0,afternoon
7595,1,-1.0,0,afternoon
7596,1,68.0,1,afternoon
7597,1,11.0,0,afternoon
7598,1,-2.0,0,afternoon
7599,1,8.0,0,afternoon
7600,1,1.0,0,afternoon
7601,1,41.0,1,afternoon
7602,1,-1.0,0,afternoon
7603,1,-3.0,0,afternoon
7604,1,1.0,0,afternoon
7605,1,-1.0,0,afternoon
7606,1,1.0,0,afternoon
7607,1,-3.0,0,afternoon
7608,1,12.0,0,afternoon
7609,1,19.0,1,night
7610,1,7.0,0,afternoon
7611,1,0.0,0,afternoon
7612,1,4.0,0,afternoon
7613,1,6.0,0,night
7614,1,0.0,0,afternoon
7615,1,8.0,0,afternoon
7616,1,-2.0,0,afternoon
7617,1,1.0,0,night
7618,1,10.0,0,afternoon
7619,1,9.0,0,afternoon
7620,1,-5.0,0,afternoon
7621,1,18.0,1,night
7622,1,-3.0,0,morning
7623,1,-3.0,0,morning
7624,1,-2.0,0,morning
7625,1,-6.0,0,morning
7626,1,18.0,1,morning
7627,1,-1.0,0,morning
7628,1,-3.0,0,morning
7629,1,-3.0,0,morning
7630,1,-2.0,0,morning
7631,1,5.0,0,morning
7632,1,-2.0,0,morning
7633,1,3.0,0,morning
7634,1,-2.0,0,morning
7635,1,-5.0,0,morning
7636,1,-6.0,0,morning
7637,1,-2.0,0,morning
7638,1,5.0,0,morning
7639,1,1.0,0,morning
7640,1,0.0,0,morning
7641,1,-2.0,0,morning
7642,1,8.0,0,morning
7643,1,-1.0,0,morning
7644,1,-2.0,0,morning
7645,1,5.0,0,morning
7646,1,1.0,0,morning
7647,1,11.0,0,morning
7648,1,-2.0,0,morning
7649,1,6.0,0,morning
7650,1,3.0,0,afternoon
7651,1,8.0,0,afternoon
7652,1,-2.0,0,afternoon
7653,1,5.0,0,afternoon
7654,1,-3.0,0,afternoon
7655,1,3.0,0,afternoon
7656,1,3.0,0,afternoon
7657,1,-1.0,0,afternoon
7658,1,7.0,0,afternoon
7659,1,-2.0,0,afternoon
7660,1,7.0,0,afternoon
7661,1,-1.0,0,afternoon
7662,1,-3.0,0,afternoon
7663,1,0.0,0,afternoon
7664,1,34.0,1,afternoon
7665,1,7.0,0,afternoon
7666,1,5.0,0,afternoon
7667,1,0.0,0,afternoon
7668,1,15.0,0,afternoon
7669,1,8.0,0,afternoon
7670,1,11.0,0,afternoon
7671,1,7.0,0,afternoon
7672,1,30.0,1,afternoon
7673,1,10.0,0,afternoon
7674,1,-3.0,0,morning
7675,1,12.0,0,morning
7676,1,-5.0,0,morning
7677,1,3.0,0,morning
7678,1,5.0,0,morning
7679,1,3.0,0,morning
7680,1,-1.0,0,morning
7681,1,6.0,0,morning
7682,1,3.0,0,morning
7683,1,0.0,0,morning
7684,1,6.0,0,morning
7685,1,-2.0,0,morning
7686,1,-1.0,0,morning
7687,1,-5.0,0,morning
7688,1,-3.0,0,morning
7689,1,-1.0,0,morning
7690,1,3.0,0,morning
7691,1,-1.0,0,morning
7692,1,-3.0,0,morning
7693,1,-2.0,0,morning
7694,1,14.0,0,morning
7695,1,3.0,0,morning
7696,1,5.0,0,morning
7697,1,3.0,0,morning
7698,1,21.0,1,morning
7699,1,4.0,0,morning
7700,1,18.0,1,morning
7701,1,-2.0,0,morning
7702,1,3.0,0,morning
7703,1,9.0,0,morning
7704,1,-1.0,0,morning
7705,1,-6.0,0,morning
7706,1,-1.0,0,afternoon
7707,1,6.0,0,morning
7708,1,-2.0,0,morning
7709,1,-4.0,0,morning
7710,1,-2.0,0,morning
7711,1,147.0,1,morning
7712,1,-2.0,0,morning
7713,1,11.0,0,afternoon
7714,1,20.0,1,morning
7715,1,4.0,0,morning
7716,1,24.0,1,morning
7717,1,10.0,0,morning
7718,1,9.0,0,morning
7719,1,-3.0,0,morning
7720,1,-1.0,0,afternoon
7721,1,-2.0,0,morning
7722,1,-2.0,0,morning
7723,1,5.0,0,morning
7724,1,11.0,0,morning
7725,1,12.0,0,morning
7726,1,11.0,0,morning
7727,1,1.0,0,afternoon
7728,1,3.0,0,morning
7729,1,1.0,0,morning
7730,1,0.0,0,afternoon
7731,1,-3.0,0,afternoon
7732,1,-5.0,0,afternoon
7733,1,-4.0,0,afternoon
7734,1,-4.0,0,afternoon
7735,1,-3.0,0,afternoon
7736,1,-2.0,0,afternoon
7737,1,3.0,0,afternoon
7738,1,-9.0,0,afternoon
7739,1,-3.0,0,afternoon
7740,1,26.0,1,afternoon
7741,1,-2.0,0,afternoon
7742,1,9.0,0,afternoon
7743,1,-4.0,0,afternoon
7744,1,-3.0,0,afternoon
7745,1,15.0,0,afternoon
7746,1,8.0,0,afternoon
7747,1,-3.0,0,afternoon
7748,1,7.0,0,afternoon
7749,1,-1.0,0,afternoon
7750,1,0.0,0,afternoon
7751,1,4.0,0,afternoon
7752,1,-5.0,0,afternoon
7753,1,1.0,0,afternoon
7754,1,-2.0,0,afternoon
7755,1,5.0,0,afternoon
7756,1,1.0,0,afternoon
7757,1,-2.0,0,afternoon
7758,1,-6.0,0,afternoon
7759,1,1.0,0,afternoon
7760,1,-6.0,0,afternoon
7761,1,-4.0,0,afternoon
7762,1,17.0,1,afternoon
7763,1,-9.0,0,afternoon
7764,1,1.0,0,afternoon
7765,1,8.0,0,afternoon
7766,1,1.0,0,afternoon
7767,1,1.0,0,afternoon
7768,1,-9.0,0,afternoon
7769,1,5.0,0,afternoon
7770,1,-1.0,0,afternoon
7771,1,39.0,1,afternoon
7772,1,3.0,0,afternoon
7773,1,5.0,0,afternoon
7774,1,-5.0,0,afternoon
7775,1,7.0,0,afternoon
7776,1,18.0,1,afternoon
7777,1,12.0,0,afternoon
7778,1,-1.0,0,night
7779,1,-1.0,0,night
7780,1,8.0,0,night
7781,1,-7.0,0,night
7782,1,21.0,1,night
7783,1,-4.0,0,night
7784,1,4.0,0,night
7785,1,-5.0,0,night
7786,1,0.0,0,morning
7787,1,-2.0,0,morning
7788,1,1.0,0,morning
7789,1,-4.0,0,morning
7790,1,-1.0,0,morning
7791,1,-3.0,0,morning
7792,1,0.0,0,morning
7793,1,6.0,0,morning
7794,1,-3.0,0,morning
7795,1,-4.0,0,morning
7796,1,-1.0,0,morning
7797,1,-5.0,0,morning
7798,1,-3.0,0,morning
7799,1,1.0,0,morning
7800,1,26.0,1,morning
7801,1,3.0,0,morning
7802,1,-5.0,0,morning
7803,1,16.0,1,morning
7804,1,0.0,0,morning
7805,1,-7.0,0,morning
7806,1,6.0,0,morning
7807,1,10.0,0,morning
7808,1,12.0,0,morning
7809,1,-2.0,0,morning
7810,1,-2.0,0,morning
7811,1,-1.0,0,morning
7812,1,0.0,0,morning
7813,1,-3.0,0,morning
7814,1,12.0,0,morning
7815,1,-3.0,0,morning
7816,1,-4.0,0,morning
7817,1,-1.0,0,morning
7818,1,7.0,0,morning
7819,1,-5.0,0,morning
7820,1,-1.0,0,morning
7821,1,0.0,0,morning
7822,1,-3.0,0,morning
7823,1,-3.0,0,morning
7824,1,-3.0,0,morning
7825,1,3.0,0,morning
7826,1,40.0,1,morning
7827,1,0.0,0,morning
7828,1,0.0,0,morning
7829,1,3.0,0,morning
7830,1,-1.0,0,morning
7831,1,-8.0,0,morning
7832,1,22.0,1,morning
7833,1,30.0,1,morning
7834,1,3.0,0,morning
7835,1,0.0,0,morning
7836,1,-6.0,0,morning
7837,1,10.0,0,morning
7838,1,1.0,0,afternoon
7839,1,8.0,0,afternoon
7840,1,0.0,0,afternoon
7841,1,-3.0,0,afternoon
7842,1,3.0,0,afternoon
7843,1,-7.0,0,afternoon
7844,1,-4.0,0,afternoon
7845,1,17.0,1,afternoon
7846,1,-4.0,0,afternoon
7847,1,9.0,0,afternoon
7848,1,-2.0,0,afternoon
7849,1,4.0,0,afternoon
7850,1,-7.0,0,afternoon
7851,1,0.0,0,afternoon
7852,1,-4.0,0,afternoon
7853,1,0.0,0,afternoon
7854,1,65.0,1,afternoon
7855,1,24.0,1,afternoon
7856,1,-2.0,0,afternoon
7857,1,-2.0,0,afternoon
7858,1,-3.0,0,afternoon
7859,1,0.0,0,afternoon
7860,1,5.0,0,afternoon
7861,1,15.0,0,afternoon
7862,1,-1.0,0,afternoon
7863,1,3.0,0,afternoon
7864,1,4.0,0,afternoon
7865,1,-1.0,0,afternoon
7866,1,-2.0,0,afternoon
7867,1,-1.0,0,afternoon
7868,1,6.0,0,afternoon
7869,1,3.0,0,afternoon
7870,1,-2.0,0,afternoon
7871,1,1.0,0,afternoon
7872,1,3.0,0,afternoon
7873,1,6.0,0,afternoon
7874,1,9.0,0,afternoon
7875,1,5.0,0,afternoon
7876,1,-8.0,0,afternoon
7877,1,-3.0,0,afternoon
7878,1,-2.0,0,afternoon
7879,1,0.0,0,afternoon
7880,1,147.0,1,afternoon
7881,1,0.0,0,afternoon
7882,1,9.0,0,afternoon
7883,1,-1.0,0,afternoon
7884,1,52.0,1,afternoon
7885,1,1.0,0,afternoon
7886,1,-6.0,0,afternoon
7887,1,5.0,0,afternoon
7888,1,5.0,0,afternoon
7889,1,11.0,0,afternoon
7890,1,0.0,0,afternoon
7891,1,4.0,0,afternoon
7892,1,2.0,0,afternoon
7893,1,0.0,0,afternoon
7894,1,2.0,0,afternoon
7895,1,8.0,0,afternoon
7896,1,0.0,0,afternoon
7897,1,3.0,0,afternoon
7898,1,0.0,0,afternoon
7899,1,0.0,0,afternoon
7900,1,4.0,0,afternoon
7901,1,9.0,0,afternoon
7902,1,18.0,1,afternoon
7903,1,5.0,0,afternoon
7904,1,0.0,0,afternoon
7905,1,-3.0,0,afternoon
7906,1,2.0,0,afternoon
7907,1,74.0,1,afternoon
7908,1,35.0,1,afternoon
7909,1,6.0,0,afternoon
7910,1,7.0,0,afternoon
7911,1,-3.0,0,afternoon
7912,1,48.0,1,afternoon
7913,1,7.0,0,afternoon
7914,1,0.0,0,afternoon
7915,1,24.0,1,afternoon
7916,1,1.0,0,afternoon
7917,1,-3.0,0,afternoon
7918,1,-3.0,0,night
7919,1,8.0,0,afternoon
7920,1,-2.0,0,night
7921,1,2.0,0,afternoon
7922,1,49.0,1,night
7923,1,2.0,0,afternoon
7924,1,-6.0,0,night
7925,1,34.0,1,afternoon
7926,1,-4.0,0,morning
7927,1,-6.0,0,morning
7928,1,-2.0,0,morning
7929,1,-9.0,0,morning
7930,1,-3.0,0,morning
7931,1,-2.0,0,morning
7932,1,-7.0,0,morning
7933,1,-8.0,0,morning
7934,1,-3.0,0,morning
7935,1,8.0,0,morning
7936,1,0.0,0,morning
7937,1,8.0,0,morning
7938,1,23.0,1,morning
7939,1,-2.0,0,morning
7940,1,-1.0,0,morning
7941,1,-8.0,0,morning
7942,1,17.0,1,morning
7943,1,6.0,0,morning
7944,1,-2.0,0,morning
7945,1,1.0,0,morning
7946,1,4.0,0,morning
7947,1,0.0,0,morning
7948,1,-2.0,0,morning
7949,1,-4.0,0,morning
7950,1,-1.0,0,morning
7951,1,1.0,0,morning
7952,1,-1.0,0,morning
7953,1,-2.0,0,morning
7954,1,-4.0,0,morning
7955,1,10.0,0,morning
7956,1,1.0,0,morning
7957,1,-5.0,0,morning
7958,1,-2.0,0,morning
7959,1,12.0,0,morning
7960,1,-2.0,0,morning
7961,1,2.0,0,morning
7962,1,-4.0,0,morning
7963,1,3.0,0,morning
7964,1,0.0,0,morning
7965,1,-3.0,0,morning
7966,1,16.0,1,morning
7967,1,-1.0,0,morning
7968,1,-1.0,0,morning
7969,1,2.0,0,morning
7970,1,4.0,0,morning
7971,1,-5.0,0,morning
7972,1,1.0,0,morning
7973,1,7.0,0,morning
7974,1,9.0,0,morning
7975,1,6.0,0,morning
7976,1,5.0,0,morning
7977,1,14.0,0,morning
7978,1,-2.0,0,morning
7979,1,4.0,0,morning
7980,1,7.0,0,morning
7981,1,-2.0,0,morning
7982,1,5.0,0,afternoon
7983,1,0.0,0,afternoon
7984,1,16.0,1,afternoon
7985,1,12.0,0,afternoon
7986,1,-5.0,0,afternoon
7987,1,1.0,0,afternoon
7988,1,-4.0,0,afternoon
7989,1,4.0,0,afternoon
7990,1,7.0,0,afternoon
7991,1,9.0,0,afternoon
7992,1,1.0,0,afternoon
7993,1,2.0,0,afternoon
7994,1,2.0,0,afternoon
7995,1,17.0,1,afternoon
7996,1,5.0,0,afternoon
7997,1,1.0,0,afternoon
7998,1,1.0,0,afternoon
7999,1,8.0,0,afternoon
8000,1,22.0,1,afternoon
8001,1,3.0,0,afternoon
8002,1,2.0,0,afternoon
8003,1,44.0,1,afternoon
8004,1,7.0,0,afternoon
8005,1,-3.0,0,afternoon
8006,1,11.0,0,night
8007,1,2.0,0,afternoon
8008,1,-1.0,0,afternoon
8009,1,10.0,0,afternoon
8010,1,-1.0,0,night
8011,1,3.0,0,afternoon
8012,1,0.0,0,afternoon
8013,1,7.0,0,afternoon
8014,1,-2.0,0,night
8015,1,7.0,0,afternoon
8016,1,-1.0,0,afternoon
8017,1,2.0,0,afternoon
8018,1,-4.0,0,night
8019,1,47.0,1,afternoon
8020,1,16.0,1,afternoon
8021,1,0.0,0,night
8022,1,-8.0,0,night
8023,1,1.0,0,night
8024,1,-1.0,0,night
8025,1,18.0,1,night
8026,1,-3.0,0,night
8027,1,11.0,0,night
8028,1,0.0,0,night
8029,1,-4.0,0,night
8030,1,22.0,1,night
8031,1,41.0,1,night
8032,1,36.0,1,night
8033,1,-1.0,0,night
8034,1,19.0,1,night
8035,1,-4.0,0,night
8036,1,8.0,0,night
8037,1,5.0,0,night
8038,1,-3.0,0,night
8039,1,-2.0,0,night
8040,1,52.0,1,night
8041,1,0.0,0,night
8042,1,31.0,1,night
8043,1,20.0,1,night
8044,1,7.0,0,night
8045,1,-7.0,0,morning
8046,1,0.0,0,morning
8047,1,-1.0,0,morning
8048,1,-7.0,0,morning
8049,1,-1.0,0,morning
8050,1,17.0,1,morning
8051,1,-6.0,0,morning
8052,1,-2.0,0,morning
8053,1,-1.0,0,morning
8054,1,-4.0,0,morning
8055,1,1.0,0,morning
8056,1,7.0,0,morning
8057,1,-6.0,0,morning
8058,1,-2.0,0,morning
8059,1,-6.0,0,morning
8060,1,-10.0,0,morning
8061,1,5.0,0,morning
8062,1,24.0,1,morning
8063,1,-2.0,0,morning
8064,1,-1.0,0,morning
8065,1,-2.0,0,morning
8066,1,-3.0,0,morning
8067,1,3.0,0,morning
8068,1,0.0,0,morning
8069,1,4.0,0,morning
8070,1,0.0,0,morning
8071,1,-1.0,0,morning
8072,1,-2.0,0,morning
8073,1,142.0,1,afternoon
8074,1,4.0,0,afternoon
8075,1,11.0,0,afternoon
8076,1,-2.0,0,afternoon
8077,1,-8.0,0,afternoon
8078,1,-7.0,0,afternoon
8079,1,-8.0,0,afternoon
8080,1,9.0,0,afternoon
8081,1,3.0,0,afternoon
8082,1,-6.0,0,afternoon
8083,1,-1.0,0,afternoon
8084,1,-4.0,0,afternoon
8085,1,-3.0,0,afternoon
8086,1,-7.0,0,afternoon
8087,1,13.0,0,afternoon
8088,1,27.0,1,afternoon
8089,1,0.0,0,afternoon
8090,1,0.0,0,afternoon
8091,1,135.0,1,afternoon
8092,1,7.0,0,afternoon
8093,1,13.0,0,afternoon
8094,1,11.0,0,afternoon
8095,1,14.0,0,afternoon
8096,1,25.0,1,afternoon
8097,1,-4.0,0,afternoon
8098,1,3.0,0,afternoon
8099,1,70.0,1,afternoon
8100,1,-6.0,0,night
8101,1,-4.0,0,night
8102,1,-3.0,0,night
8103,1,1.0,0,night
8104,1,6.0,0,night
8105,1,0.0,0,night
8106,1,-3.0,0,night
8107,1,4.0,0,night
8108,1,16.0,1,night
8109,1,3.0,0,night
8110,1,-3.0,0,night
8111,1,1.0,0,night
8112,1,-3.0,0,night
8113,1,4.0,0,night
8114,1,-3.0,0,night
8115,1,-1.0,0,night
8116,1,-1.0,0,night
8117,1,6.0,0,night
8118,1,62.0,1,night
8119,1,10.0,0,night
8120,1,9.0,0,night
8121,1,24.0,1,night
8122,1,5.0,0,night
8123,1,23.0,1,night
8124,1,1.0,0,night
8125,1,0.0,0,night
8126,1,10.0,0,night
8127,1,13.0,0,night
8128,1,0.0,0,night
8129,1,-7.0,0,night
8130,1,-3.0,0,night
8131,1,-3.0,0,night
8132,1,-3.0,0,night
8133,1,38.0,1,night
8134,1,-3.0,0,night
8135,1,-9.0,0,night
8136,1,11.0,0,morning
8137,1,17.0,1,morning
8138,1,-2.0,0,morning
8139,1,28.0,1,morning
8140,1,-1.0,0,morning
8141,1,-8.0,0,morning
8142,1,-3.0,0,morning
8143,1,-9.0,0,morning
8144,1,2.0,0,morning
8145,1,16.0,1,morning
8146,1,61.0,1,morning
8147,1,-2.0,0,morning
8148,1,14.0,0,morning
8149,1,-9.0,0,morning
8150,1,-2.0,0,morning
8151,1,62.0,1,morning
8152,1,36.0,1,morning
8153,1,3.0,0,morning
8154,1,-3.0,0,morning
8155,1,2.0,0,morning
8156,1,20.0,1,morning
8157,1,8.0,0,morning
8158,1,-5.0,0,morning
8159,1,12.0,0,morning
8160,1,8.0,0,morning
8161,1,3.0,0,morning
8162,1,-3.0,0,morning
8163,1,-8.0,0,morning
8164,1,14.0,0,night
8165,1,2.0,0,night
8166,1,20.0,1,night
8167,1,7.0,0,night
8168,1,10.0,0,night
8169,1,4.0,0,night
8170,1,3.0,0,night
8171,1,-6.0,0,night
8172,1,8.0,0,night
8173,1,11.0,0,night
8174,1,-4.0,0,night
8175,1,12.0,0,night
8176,1,-9.0,0,night
8177,1,-7.0,0,night
8178,1,4.0,0,night
8179,1,0.0,0,night
8180,1,10.0,0,night
8181,1,3.0,0,night
8182,1,81.0,1,night
8183,1,13.0,0,night
8184,1,0.0,0,night
8185,1,22.0,1,night
8186,1,55.0,1,night
8187,1,20.0,1,night
8188,1,2.0,0,night
8189,1,25.0,1,night
8190,1,31.0,1,night
8191,1,33.0,1,night
8192,1,28.0,1,afternoon
8193,1,12.0,0,afternoon
8194,1,65.0,1,afternoon
8195,1,34.0,1,afternoon
8196,1,-4.0,0,afternoon
8197,1,-8.0,0,afternoon
8198,1,2.0,0,afternoon
8199,1,-8.0,0,afternoon
8200,1,2.0,0,afternoon
8201,1,-8.0,0,afternoon
8202,1,-3.0,0,afternoon
8203,1,-2.0,0,afternoon
8204,1,4.0,0,afternoon
8205,1,-4.0,0,afternoon
8206,1,3.0,0,afternoon
8207,1,44.0,1,afternoon
8208,1,46.0,1,afternoon
8209,1,11.0,0,afternoon
8210,1,-2.0,0,afternoon
8211,1,14.0,0,afternoon
8212,1,34.0,1,afternoon
8213,1,0.0,0,afternoon
8214,1,13.0,0,afternoon
8215,1,20.0,1,afternoon
8216,1,5.0,0,afternoon
8217,1,2.0,0,afternoon
8218,1,47.0,1,afternoon
8219,1,2.0,0,afternoon
8220,1,-2.0,0,afternoon
8221,1,-1.0,0,afternoon
8222,1,17.0,1,afternoon
8223,1,-3.0,0,afternoon
8224,1,-2.0,0,afternoon
8225,1,-2.0,0,afternoon
8226,1,12.0,0,afternoon
8227,1,2.0,0,afternoon
8228,1,9.0,0,afternoon
8229,1,-6.0,0,afternoon
8230,1,-3.0,0,afternoon
8231,1,-13.0,0,afternoon
8232,1,4.0,0,afternoon
8233,1,58.0,1,afternoon
8234,1,-8.0,0,afternoon
8235,1,3.0,0,afternoon
8236,1,4.0,0,afternoon
8237,1,19.0,1,afternoon
8238,1,2.0,0,afternoon
8239,1,2.0,0,afternoon
8240,1,37.0,1,afternoon
8241,1,1.0,0,afternoon
8242,1,5.0,0,afternoon
8243,1,40.0,1,afternoon
8244,1,18.0,1,afternoon
8245,1,1.0,0,afternoon
8246,1,1.0,0,afternoon
8247,1,-2.0,0,afternoon
8248,1,6.0,0,afternoon
8249,1,-3.0,0,afternoon
8250,1,18.0,1,afternoon
8251,1,18.0,1,afternoon
8252,1,-8.0,0,afternoon
8253,1,-1.0,0,afternoon
8254,1,14.0,0,afternoon
8255,1,41.0,1,afternoon
8256,1,88.0,1,afternoon
8257,1,6.0,0,afternoon
8258,1,11.0,0,afternoon
8259,1,15.0,0,afternoon
8260,1,49.0,1,afternoon
8261,1,20.0,1,afternoon
8262,1,23.0,1,afternoon
8263,1,25.0,1,afternoon
8264,1,16.0,1,afternoon
8265,1,7.0,0,afternoon
8266,1,6.0,0,afternoon
8267,1,7.0,0,afternoon
8268,1,1.0,0,morning
8269,1,42.0,1,morning
8270,1,-2.0,0,morning
8271,1,-1.0,0,morning
8272,1,-8.0,0,morning
8273,1,-2.0,0,morning
8274,1,-2.0,0,morning
8275,1,-2.0,0,morning
8276,1,12.0,0,morning
8277,1,-4.0,0,morning
8278,1,-3.0,0,morning
8279,1,-5.0,0,morning
8280,1,-3.0,0,morning
8281,1,-5.0,0,morning
8282,1,1.0,0,morning
8283,1,75.0,1,morning
8284,1,1.0,0,morning
8285,1,-2.0,0,morning
8286,1,-1.0,0,morning
8287,1,2.0,0,morning
8288,1,7.0,0,morning
8289,1,-6.0,0,morning
8290,1,7.0,0,morning
8291,1,6.0,0,morning
8292,1,19.0,1,morning
8293,1,-2.0,0,morning
8294,1,12.0,0,morning
8295,1,-2.0,0,afternoon
8296,1,-1.0,0,afternoon
8297,1,3.0,0,afternoon
8298,1,-1.0,0,afternoon
8299,1,-1.0,0,afternoon
8300,1,13.0,0,afternoon
8301,1,-8.0,0,afternoon
8302,1,-2.0,0,afternoon
8303,1,94.0,1,afternoon
8304,1,14.0,0,afternoon
8305,1,-2.0,0,afternoon
8306,1,3.0,0,afternoon
8307,1,2.0,0,afternoon
8308,1,0.0,0,afternoon
8309,1,33.0,1,afternoon
8310,1,-2.0,0,afternoon
8311,1,14.0,0,afternoon
8312,1,-7.0,0,afternoon
8313,1,6.0,0,afternoon
8314,1,16.0,1,afternoon
8315,1,114.0,1,afternoon
8316,1,30.0,1,afternoon
8317,1,0.0,0,afternoon
8318,1,-6.0,0,afternoon
8319,1,20.0,1,afternoon
8320,1,-2.0,0,afternoon
8321,1,10.0,0,afternoon
8322,1,-2.0,0,afternoon
8323,1,-6.0,0,morning
8324,1,0.0,0,morning
8325,1,0.0,0,morning
8326,1,7.0,0,morning
8327,1,3.0,0,morning
8328,1,-2.0,0,morning
8329,1,-9.0,0,morning
8330,1,0.0,0,morning
8331,1,-8.0,0,morning
8332,1,-5.0,0,morning
8333,1,-5.0,0,morning
8334,1,-2.0,0,morning
8335,1,-5.0,0,morning
8336,1,0.0,0,morning
8337,1,0.0,0,morning
8338,1,-3.0,0,morning
8339,1,39.0,1,morning
8340,1,-2.0,0,morning
8341,1,6.0,0,morning
8342,1,-8.0,0,morning
8343,1,91.0,1,morning
8344,1,4.0,0,morning
8345,1,0.0,0,morning
8346,1,18.0,1,morning
8347,1,2.0,0,morning
8348,1,-2.0,0,morning
8349,1,-6.0,0,morning
8350,1,0.0,0,morning
8351,1,2.0,0,night
8352,1,12.0,0,night
8353,1,-3.0,0,night
8354,1,10.0,0,night
8355,1,8.0,0,night
8356,1,6.0,0,night
8357,1,3.0,0,night
8358,1,0.0,0,night
8359,1,-2.0,0,night
8360,1,-4.0,0,night
8361,1,67.0,1,night
8362,1,-3.0,0,night
8363,1,-4.0,0,night
8364,1,38.0,1,night
8365,1,6.0,0,night
8366,1,30.0,1,night
8367,1,9.0,0,night
8368,1,-6.0,0,night
8369,1,1.0,0,night
8370,1,-4.0,0,night
8371,1,4.0,0,night
8372,1,18.0,1,night
8373,1,14.0,0,night
8374,1,0.0,0,night
8375,1,20.0,1,night
8376,1,15.0,0,night
8377,1,8.0,0,night
8378,1,37.0,1,morning
8379,1,21.0,1,morning
8380,1,0.0,0,morning
8381,1,1.0,0,morning
8382,1,5.0,0,morning
8383,1,1.0,0,morning
8384,1,36.0,1,morning
8385,1,19.0,1,morning
8386,1,0.0,0,morning
8387,1,8.0,0,morning
8388,1,0.0,0,morning
8389,1,-3.0,0,morning
8390,1,18.0,1,morning
8391,1,4.0,0,morning
8392,1,2.0,0,morning
8393,1,-1.0,0,morning
8394,1,1.0,0,morning
8395,1,-2.0,0,night
8396,1,3.0,0,morning
8397,1,-7.0,0,morning
8398,1,-5.0,0,morning
8399,1,1.0,0,morning
8400,1,1.0,0,morning
8401,1,0.0,0,morning
8402,1,-3.0,0,morning
8403,1,-1.0,0,morning
8404,1,0.0,0,morning
8405,1,1.0,0,morning
8406,1,15.0,0,morning
8407,1,7.0,0,morning
8408,1,20.0,1,morning
8409,1,-3.0,0,morning
8410,1,-2.0,0,morning
8411,1,19.0,1,morning
8412,1,8.0,0,morning
8413,1,-2.0,0,morning
8414,1,-3.0,0,afternoon
8415,1,5.0,0,afternoon
8416,1,1.0,0,afternoon
8417,1,9.0,0,afternoon
8418,1,5.0,0,afternoon
